Site,year,tag,coin,X,Y,x,y,date,status,final.status,num.infl,num.H.infl,num.D.infl,height.in,height.cm,notes
BT,2019,158,2017D,2,8,0.75,0.3,6/24/2019,H,D,6,6,NA,NA,27,
BT,2019,159,2015D,2,8,0.95,0.3,6/24/2019,D,D,12,11,1,NA,22,
BT,2019,160,1986P,3,8,0.3,0.75,6/24/2019,H,D,7,7,NA,NA,26,
BT,2019,161,,4,8,0.25,0.1,6/24/2019,H,D,18,18,NA,NA,17,
BT,2019,162,2016D,3,8,0.1,0.4,6/24/2019,H,D,15,15,NA,NA,21,
BT,2019,163,,4,7,0.55,0.1,6/24/2019,H,D,10,10,NA,NA,22,
BT,2019,164,2000D,3,8,0.1,0.3,6/24/2019,H,D,16,16,NA,NA,18,
BT,2019,165,,4,7,0.5,0.5,6/24/2019,H,D,3,3,NA,NA,21,
BT,2019,166,1980D,2,8,0.2,0.75,6/24/2019,H,D,12,12,NA,NA,20,
BT,2019,167,,3,8,0.55,0.95,6/24/2019,H,D,11,11,NA,NA,25,
BT,2019,168,2017D,3,8,0.4,0.9,6/24/2019,H,D,11,11,NA,NA,19,
BT,2019,169,1999D,2,8,0.75,0.8,6/24/2019,H,D,7,7,NA,NA,25,
BT,2019,170,1974,0,8,0.75,0.9,6/24/2019,H,D,7,7,NA,NA,22,
BT,2019,171,2013D,3,8,0.9,0.6,6/24/2019,H,D,18,18,NA,NA,14,
BT,2019,172,1986D,3,8,0.4,0.25,6/24/2019,H,D,NA,NA,NA,NA,21,stems not counted
BT,2019,173,2004D,3,8,0.9,0.8,6/24/2019,H,D,7,7,NA,NA,11,
BT,2019,174,2011D,3,8,0.6,0.9,6/24/2019,H,D,11,11,NA,NA,18,
BT,2019,175,,0,8,0.75,1,6/24/2019,H,D,12,12,NA,NA,27,
BT,2019,176,,4,8,0.6,0.6,6/24/2019,H,D,3,3,NA,NA,18,
BT,2019,177,,4,7,0.55,0,6/24/2019,H,D,12,12,NA,NA,22,
BT,2019,178,1981P,3,19,0.25,0.75,6/24/2019,D,D,13,11,2,NA,11,
BT,2019,179,2005D,0,14,0.05,0.9,6/24/2019,H,H,4,4,NA,NA,5,looks bad
BT,2019,180,2013D,9,9,1.5,0.4,6/24/2019,H,D,5,5,NA,NA,22,"to right of (9,9)?"
BT,2019,181,1993P,2,12,0.9,0.4,6/24/2019,D,D,43,42,1,NA,29,
BT,2019,182,1977,8,11,1,1,6/24/2019,H,H,1,1,NA,NA,3,
BT,2019,183,2013P,4,14,0.1,0.75,6/24/2019,D,D,12,10,2,NA,12,
BT,2019,185,1962,6,6,0.8,0.9,6/24/2019,H,D,9,9,NA,NA,21,
BT,2019,186,2014D,2,10,0.75,0.25,6/24/2019,H,H,1,1,NA,NA,3,
BT,2019,187,1987D,6,2,0,0.75,6/24/2019,H,D,11,11,NA,NA,5,
BT,2019,188,2008D,2,9,0.8,0.5,6/24/2019,D,D,13,11,2,NA,16,1 pustule on stem
BT,2019,189,1983P,3,14,0.75,0.8,6/24/2019,H,D,7,7,NA,NA,13,
BT,2019,190,1974,5,10,0.45,0.75,6/24/2019,D,D,4,2,2,NA,18,D just emerging? looks almost diseased
BT,2019,191,1980D,8,9,1,0.05,6/24/2019,H,D,13,13,NA,NA,,"in (9,9)?"
BT,2019,192,1989D,7,8,0.75,0.1,6/24/2019,D,D,10,7,3,NA,11,
BT,2019,193,1990D,7,8,0.1,0.8,6/24/2019,D,D,8,6,2,NA,14,
BT,2019,194,,5,2,0.6,0.95,6/24/2019,D,D,57,51,6,NA,17,
BT,2019,195,,5,4,0.75,0.25,6/24/2019,D,D,15,14,1,NA,16,
BT,2019,196,,5,2,0.2,0.1,6/24/2019,D,D,9,6,3,NA,13,
BT,2019,201,,1,9,0.35,0.1,6/24/2019,D,D,34,31,3,NA,24,
BT,2019,206,,5,4,0.4,0.25,6/24/2019,D,D,58,35,23,NA,24,
BT,2019,209,,1,9,0.3,0.25,6/24/2019,D,D,13,11,2,NA,29,
BT,2019,215,,7,9,0.4,0.15,7/2/2019,D,D,23,20,3,NA,35,
BT,2019,243,,8,10,0.9,0.4,6/24/2019,D,D,4,2,2,NA,26,
BT,2019,272,,8,3,0.25,0.7,6/24/2019,D,D,14,13,1,NA,42,
BT,2019,326,,5,3,0.4,0.75,7/16/2019,D,D,12,0,12,NA,35,
BT,2019,327,,4,5,0.8,0.6,7/16/2019,D,D,1,0,1,NA,8,
BT,2019,328,,5,3,0.9,0.75,7/16/2019,D,D,14,0,14,NA,28,
BT,2019,329,,7,9,0.5,0,7/16/2019,D,D,25,10,15,NA,20,
BT,2019,332,,4,12,0.75,0.75,7/16/2019,D,D,8,7,1,NA,28,
BT,2019,333,,8,10,0.6,0.25,7/16/2019,D,D,4,3,1,NA,22,
BT,2019,446,,5,7,0.4,0.2,8/29/2019,H,H,2,2,NA,NA,8,
BT,2019,447,,1,11,0.15,0.8,8/29/2019,H,H,3,3,NA,NA,33,
BT,2019,448,,0,11,0.55,0.6,8/29/2019,H,H,15,15,NA,NA,20,
BT,2019,449,,6,11,0.5,0.5,8/29/2019,H,H,7,7,NA,NA,16,
BT,2019,450,,8,11,0.05,0.45,8/29/2019,H,H,9,9,NA,NA,36,
BT,2019,X1,1984D,0,11,-0.25,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X10,2015D,3,4,0.2,0.3,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X11,1998D,3,4,0.25,0.45,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X12,2006D,3,4,0.6,1,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X13,1957,3,4,0.7,0.5,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X14,1964,3,4,0.75,0.5,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X15,2016D,3,4,0.8,0.6,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X16,2016D,3,5,0.2,0.75,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X17,1991D,3,8,0.2,0.75,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X18,1988D,3,10,0.2,0.25,6/24/2019,X,,NA,NA,NA,NA,,can't find
BT,2019,X19,1992D,3,10,0.8,0.8,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X2,1999P,0,11,0.5,0.1,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X20,1993D,4,4,0.5,0.3,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X21,2014D,6,15,0.3,0.8,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X22,2015D,7,9,0.5,0.8,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X23,1992D,9,8,2.5,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X24,2015D,9,8,4,0.2,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X25,2008D,9,12,1,0.8,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X3,2012D,1,8,0.25,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X4,2016D,2,4,0.9,0.25,6/24/2019,X,,NA,NA,NA,NA,,coin is likely actually 2016P
BT,2019,X5,2012D,2,7,0.95,0.05,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X58,1996P,3,3,0.1,0.75,6/24/2019,missing,,NA,NA,NA,NA,,
BT,2019,X59,2006D,3,4,1,0.1,6/24/2019,missing,,NA,NA,NA,NA,,"ring and coin lost, ""X"" in data sheet"
BT,2019,X6,1990D,2,9,0.15,0.9,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X62,,4,2,0.25,0.4,6/24/2019,missing,,NA,NA,NA,NA,,probably forgot to place coin in 2018
BT,2019,X63,,4,2,0.8,0.6,6/24/2019,missing,,NA,NA,NA,NA,,probably forgot to place coin in 2018
BT,2019,X7,1964,2,9,0.25,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X8,2014D,2,11,0.75,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BT,2019,X9,1994D,3,3,0.2,0.25,6/24/2019,X,,NA,NA,NA,NA,,
BTDO,2019,184,1999D,NA,NA,NA,NA,6/24/2019,H,H,8,8,NA,NA,21,"X=44in, Y=168in"
BTDO,2019,197,1977D,NA,NA,NA,NA,6/24/2019,H,H,12,12,NA,NA,22,"lost coin, X=-1.5in, Y=440in"
BTDO,2019,198,2014D,NA,NA,NA,NA,6/24/2019,H,D,11,11,NA,NA,5,"X=-38in, Y=300in"
BTDO,2019,199,1991D,NA,NA,NA,NA,6/24/2019,H,H,33,33,NA,NA,20,"X=-54in, Y=274in"
BTDO,2019,200,1983D,NA,NA,NA,NA,6/24/2019,H,H,36,36,NA,NA,14,"X=-4in, Y=268in"
BTDO,2019,202,2002D,NA,NA,NA,NA,6/24/2019,D,D,16,13,3,NA,19,"lost coin tag above plant, X=22in, Y=380in"
BTDO,2019,203,2000D,NA,NA,NA,NA,6/24/2019,H,H,1,1,NA,NA,10,"barely alive, X=60in, Y=168in"
BTDO,2019,204,1968D,NA,NA,NA,NA,6/24/2019,H,H,10,10,NA,NA,14,"X=-14in, Y=372in"
BTDO,2019,205,,NA,NA,NA,NA,6/24/2019,D,D,14,9,5,NA,25,"X=34in, Y=240in"
BTDO,2019,207,1987D,NA,NA,NA,NA,6/24/2019,D,D,39,35,4,NA,25,"X=20in, Y=110in"
BTDO,2019,223,,NA,NA,NA,NA,6/24/2019,D,D,20,18,2,NA,44,"X=-62in, Y=418in"
BTDO,2019,224,,NA,NA,NA,NA,6/24/2019,D,D,26,24,2,NA,48,"X=40in, Y=288in"
BTDO,2019,426,,NA,NA,NA,NA,7/16/2019,,D,34,25,9,NA,38,
BTDO,2019,427,,NA,NA,NA,NA,7/16/2019,,D,11,3,8,NA,28,
BTDO,2019,428,,NA,NA,NA,NA,7/16/2019,,D,NA,NA,NA,NA,,
BTDO,2019,429,,NA,NA,NA,NA,7/9/2019,,D,61,58,3,NA,40,
BTDO,2019,430,,NA,NA,NA,NA,7/9/2019,,D,12,8,4,NA,33,
BTDO,2019,431,,NA,NA,NA,NA,7/9/2019,,D,29,22,7,NA,42,
BTDO,2019,432,,NA,NA,NA,NA,7/9/2019,,D,5,0,5,NA,40,
BTDO,2019,433,,NA,NA,NA,NA,7/9/2019,,D,12,9,3,NA,29,
BTDO,2019,434,,NA,NA,NA,NA,7/9/2019,,D,9,8,1,NA,49,
BTDO,2019,435,,NA,NA,NA,NA,7/16/2019,,D,3,1,2,NA,19,
BTDO,2019,X26,2010D,NA,NA,NA,NA,6/24/2019,X,,NA,NA,NA,NA,,"X=-55in, Y=78in"
BTDO,2019,X27,2005D,NA,NA,NA,NA,6/24/2019,X,,NA,NA,NA,NA,,"X=56in, Y=242in"
BTDO,2019,X64,1999D,NA,NA,NA,NA,6/20/2018,missing,,NA,NA,NA,NA,,"X=34in, Y=256in"
CC,2019,1,2016D,0,0,0.15,0.15,6/20/2019,H,H,45,45,NA,NA,31,
CC,2019,2,2012D,4,0,0.98,0.8,6/20/2019,H,H,11,11,NA,NA,30,
CC,2019,3,2005D,5,0,0.05,0.2,6/20/2019,H,H,5,5,NA,NA,11,
CC,2019,4,1981D,5,0,0.4,0.3,6/20/2019,H,D,42,42,NA,NA,41,
CC,2019,5,2013D,5,0,0.35,0.75,6/20/2019,H,H,65,65,NA,NA,31,tag to R of plant
CC,2019,6,,5,0,0,0.25,6/20/2019,H,H,4,4,NA,NA,36,
CC,2019,7,,5,0,0.05,0.85,6/20/2019,H,D,4,4,NA,NA,9,
CC,2019,8old,,5,0,0.9,0.2,6/20/2019,H,H,1,1,NA,NA,5,
CC,2019,9,2010D,4,1,0.2,0.75,6/20/2019,H,H,8,8,NA,NA,22,
CC,2019,10,1995D,4,1,0.4,0.6,6/20/2019,H,H,7,7,NA,NA,25,
CC,2019,11,1979D,4,1,0.75,0.8,6/20/2019,H,H,8,8,NA,NA,21,
CC,2019,12,1996D,4,1,0.8,0.45,6/20/2019,H,D,18,18,NA,NA,51,
CC,2019,13,2006D,4,1,0.9,0.1,6/20/2019,H,D,55,55,NA,NA,41,
CC,2019,14,2013D,4,1,0.95,0.2,6/20/2019,H,H,7,7,NA,NA,13,
CC,2019,15,2015P,5,1,0.25,0.1,6/20/2019,H,D,15,15,NA,NA,25,
CC,2019,16,2016D,5,1,0.2,0.25,6/20/2019,H,H,4,4,NA,NA,26,
CC,2019,17,1993D,5,1,0.2,0.35,6/20/2019,H,H,8,8,NA,NA,18,
CC,2019,18,2003D,5,1,0.15,0.9,6/20/2019,H,H,8,8,NA,NA,29,
CC,2019,19,,5,1,0.5,0.5,6/20/2019,H,H,2,2,NA,NA,19,
CC,2019,20,1997D,5,1,0.8,0.3,6/20/2019,H,H,40,40,NA,NA,31,
CC,2019,21,,5,1,0.75,0.3,6/20/2019,H,H,21,21,NA,NA,27,tag slightly to R
CC,2019,22,,5,1,0.75,0.5,6/20/2019,H,H,3,3,NA,NA,13,
CC,2019,23,,5,1,0.2,0.3,6/20/2019,H,H,3,3,NA,NA,8,
CC,2019,24,2000D,0,2,0.95,0.4,6/20/2019,H,H,7,7,NA,NA,17.5,"coordinates not an exact match, but close enought to infer ID"
CC,2019,25,1997P,3,2,0.9,0.4,6/20/2019,H,H,10,10,NA,NA,35,
CC,2019,26,,3,2,0.85,0.3,6/20/2019,H,H,4,4,NA,NA,11,
CC,2019,27,1999D,4,2,0.35,0.35,6/20/2019,H,H,25,25,NA,NA,36,some herbivory
CC,2019,28,1999P,5,2,0.25,0.05,6/20/2019,H,H,31,31,NA,NA,37,
CC,2019,29,1989D,5,2,0.65,0.3,6/20/2019,H,H,19,19,NA,NA,37,
CC,2019,30,1996P,5,2,0.9,0.1,6/20/2019,H,H,35,35,NA,NA,41,
CC,2019,31,1996P,5,2,0.85,0.25,6/20/2019,H,H,5,5,NA,NA,18,
CC,2019,32,,5,2,0.35,0.1,6/20/2019,H,H,20,20,NA,NA,40,
CC,2019,33,2005P,4,3,0.6,0.2,6/20/2019,H,H,32,32,NA,NA,56,
CC,2019,34,1999D,4,3,0.8,0.2,6/20/2019,H,H,19,19,NA,NA,25,
CC,2019,35,2015D,5,3,0,0.3,6/20/2019,H,H,8,8,NA,NA,27,
CC,2019,36,2017D,5,3,0.05,0.05,6/20/2019,H,H,14,14,NA,NA,38,
CC,2019,37,2000P,5,3,0.1,0.1,6/20/2019,H,H,6,6,NA,NA,21,
CC,2019,38,2007P,5,3,0.15,0.1,6/20/2019,H,D,23,23,NA,NA,48,
CC,2019,39,1979,5,3,0.2,0.15,6/20/2019,H,H,5,5,NA,NA,33,
CC,2019,40,1999D,5,3,0.75,0.1,6/20/2019,H,H,4,4,NA,NA,22,
CC,2019,41,1987P,5,3,0.8,0.2,6/20/2019,H,H,7,7,NA,NA,23,
CC,2019,42,1996D,5,3,0.95,0.2,6/20/2019,H,H,9,9,NA,NA,9,
CC,2019,43,2007D,5,3,0.55,0.5,6/20/2019,H,D,25,25,NA,NA,45,
CC,2019,44,1984D,5,3,0.57,0.47,6/20/2019,H,D,6,6,NA,NA,15,
CC,2019,45,,5,3,0.57,0.53,6/20/2019,H,H,2,2,NA,NA,4,
CC,2019,46,1990D,5,3,0.75,0.5,6/20/2019,H,H,56,56,NA,NA,40,herbivory
CC,2019,47,2001D,5,3,0.6,0.6,6/20/2019,H,D,40,40,NA,NA,55,
CC,2019,48,2006D,5,3,0.65,0.9,6/20/2019,H,D,24,24,NA,NA,43,weird dark patches on tip of leaves
CC,2019,49,1989D,5,3,1,0.9,6/20/2019,H,H,14,14,NA,NA,20,can't find coin
CC,2019,50,,5,3,0.4,0.55,6/20/2019,H,H,1,1,NA,NA,3,
CC,2019,51,,5,3,0.4,0.45,6/20/2019,H,H,1,1,NA,NA,5,
CC,2019,52,,5,3,0.55,0.4,6/20/2019,H,H,1,1,NA,NA,3,
CC,2019,53,,5,3,0.05,0.1,6/20/2019,H,H,6,6,NA,NA,17,
CC,2019,54,,5,3,0.1,0.05,6/20/2019,H,H,2,2,NA,NA,20,
CC,2019,55,,5,2,0.9,0.95,6/20/2019,H,H,1,1,NA,NA,5,
CC,2019,56,,5,2,0.9,1,6/20/2019,H,H,1,1,NA,NA,6,
CC,2019,57,2004D,3,4,0.5,0.05,6/20/2019,H,H,12,12,NA,NA,20,
CC,2019,58,2002D,4,4,0.25,0.5,6/20/2019,H,H,5,5,NA,NA,18,
CC,2019,59,1974D,4,4,0.25,0.6,6/20/2019,H,D,11,11,NA,NA,32,
CC,2019,60,2015D,4,4,0.5,0.6,6/20/2019,H,D,15,15,NA,NA,31,
CC,2019,61,2014D,4,4,0.1,1,6/20/2019,H,D,4,4,NA,NA,17,"grid seems off actually in 5,3"
CC,2019,62,1997D,4,4,0.65,0.85,6/20/2019,H,H,27,27,NA,NA,27,
CC,2019,63,1979D,4,4,0.6,0.8,6/20/2019,H,H,13,13,NA,NA,29,
CC,2019,64,1975D,4,4,0.6,0.5,6/20/2019,H,D,5,5,NA,NA,31,
CC,2019,65,2006D,4,4,0.8,0.7,6/20/2019,H,H,17,17,NA,NA,30,
CC,2019,66,2017D,4,4,0.5,1,6/20/2019,H,H,7,7,NA,NA,15,
CC,2019,67,1985D,4,4,0.5,0.4,6/20/2019,H,D,16,16,NA,NA,43,
CC,2019,68,2006D,4,4,0.8,1,6/20/2019,H,D,17,17,NA,NA,33,
CC,2019,69,,5,4,0.4,0.9,6/20/2019,H,D,12,12,NA,NA,20,
CC,2019,70,,5,4,1,0.8,6/20/2019,H,D,28,28,NA,NA,33,
CC,2019,71,,5,4,0.8,0.5,6/20/2019,H,D,4,4,NA,NA,37,
CC,2019,72,,5,4,0.4,0.4,6/20/2019,H,H,3,3,NA,NA,10,
CC,2019,73,2016D,4,5,0.5,0.8,6/20/2019,H,H,6,6,NA,NA,25,could be plant directly to L
CC,2019,74,1988D,6,5,0,0.95,6/20/2019,H,D,18,18,NA,NA,33,
CC,2019,75,,5,9,0.9,0.6,6/20/2019,D,D,15,11,4,NA,54,
CC,2019,76,2014D,6,16,0.8,0.25,6/20/2019,H,H,1,1,NA,NA,12,
CC,2019,77,2015D,6,17,0.75,0.75,6/20/2019,D,D,39,31,8,NA,45,
CC,2019,78,2015D,9,18,0.5,0.25,6/20/2019,D,D,71,65,6,NA,42,
CC,2019,79,1966,6,18,0.5,1,6/20/2019,H,H,2,2,NA,NA,5,
CC,2019,273,,2,16,0.95,0.9,7/10/2019,D,D,9,3,6,NA,54,
CC,2019,274,,9,18,0.95,0.1,7/10/2019,D,D,8,6,2,NA,10,
CC,2019,275,,7,18,0.1,0.1,7/10/2019,D,D,13,0,13,NA,56,
CC,2019,276,,9,18,0.95,0.2,7/10/2019,D,D,14,2,12,NA,38,
CC,2019,277,,7,19,0.9,0.1,7/10/2019,D,D,30,23,7,NA,72,
CC,2019,278,,8,18,0.1,0.4,7/10/2019,D,D,10,8,2,NA,73,
CC,2019,282,,6,16,0.75,0.2,7/10/2019,D,D,24,23,1,NA,45,
CC,2019,294,,9,7,0.85,0.9,7/17/2019,D,D,6,5,1,NA,60,
CC,2019,308,,2,18,0.1,0.8,7/17/2019,D,D,23,22,1,NA,43,
CC,2019,310,,5,18,0.8,0.4,7/17/2019,D,D,14,1,13,NA,45,
CC,2019,334,,5,18,0.8,0.6,7/17/2019,D,D,9,NA,6,NA,52,
CC,2019,335,,3,16,0.6,0.7,7/17/2019,D,D,7,6,1,NA,55,
CC,2019,336,,1,19,0.75,0.9,7/17/2019,D,D,13,12,1,NA,43,
CC,2019,341,,7,18,0.3,0.9,7/17/2019,D,D,26,0,26,NA,70,
CC,2019,344,,7,18,0.25,0.8,7/17/2019,D,D,12,1,11,NA,53,
CC,2019,350,,9,17,0.6,0.1,7/17/2019,D,D,2,1,1,NA,51,
CC,2019,351,,9,17,0.4,0.3,7/17/2019,D,D,8,3,5,NA,43,
CC,2019,352,,8,18,0.4,0.75,7/17/2019,D,D,8,0,8,NA,73,
CC,2019,357,,2,17,0.2,0.75,7/23/2019,D,D,25,22,3,NA,55,
CC,2019,359,,1,18,0.75,0.1,7/23/2019,D,D,15,11,4,NA,52,
CC,2019,360,,8,18,0.9,0.1,7/23/2019,D,D,31,0,31,NA,82,
CC,2019,361,,4,14,0.8,0.8,7/23/2019,D,D,3,0,3,NA,45,
CC,2019,362,,1,17,0.1,0.2,7/23/2019,D,D,16,13,3,NA,72,
CC,2019,363,,4,13,0.9,0.8,7/23/2019,D,D,14,13,1,NA,57,
CC,2019,364,,1,16,0.2,0.1,7/23/2019,D,D,10,9,1,NA,64,
CC,2019,365,,9,18,0,0.4,7/23/2019,D,D,13,12,1,NA,15,
CC,2019,366,,7,6,0.2,0.8,7/23/2019,D,D,3,2,1,NA,44,
CC,2019,367,,7,7,0.5,0.9,7/23/2019,D,D,6,2,4,NA,62,
CC,2019,368,,7,7,0.2,0,7/23/2019,D,D,24,22,2,NA,63,
CC,2019,371,,7,18,0.5,0.3,7/23/2019,D,D,4,1,3,NA,62,
CC,2019,372,,3,18,0.3,0.4,7/23/2019,D,D,3,1,2,NA,47,
CC,2019,436,,7,0,0.1,0.3,8/28/2019,H,H,10,10,NA,NA,38,"date not in notebook, inferred from cellphone pictures"
CC,2019,437,,7,0,0.05,0.85,8/28/2019,H,H,17,17,NA,NA,51,"date not in notebook, inferred from cellphone pictures"
CC,2019,438,,7,1,0.15,0.15,8/28/2019,H,H,41,41,NA,NA,62,"date not in notebook, inferred from cellphone pictures"
CC,2019,439,,6,1,0.8,0.8,8/28/2019,H,H,19,19,NA,NA,66,"date not in notebook, inferred from cellphone pictures"
CC,2019,440,,6,1,0.75,1,8/28/2019,H,H,16,16,NA,NA,57,"date not in notebook, inferred from cellphone pictures"
CC,2019,441,,6,1,0.3,0.65,8/28/2019,H,H,4,4,NA,NA,28,"date not in notebook, inferred from cellphone pictures"
CC,2019,442,,6,2,0.75,0.75,8/28/2019,H,H,1,1,NA,NA,6,"date not in notebook, inferred from cellphone pictures"
CC,2019,443,,6,2,0.85,0.3,8/28/2019,H,H,1,1,NA,NA,6,"date not in notebook, inferred from cellphone pictures"
CC,2019,444,,6,2,0.95,0.25,8/28/2019,H,H,5,5,NA,NA,40,"date not in notebook, inferred from cellphone pictures"
CC,2019,445,,7,1,0.45,0.75,8/28/2019,H,H,4,4,NA,NA,40,"date not in notebook, inferred from cellphone pictures"
CC,2019,491,,9,0,0.9,0.75,8/28/2019,H,H,10,10,NA,NA,60,"date not in notebook, inferred from cellphone pictures"
CC,2019,492,,9,0,0.25,0.25,8/28/2019,H,H,7,7,NA,NA,54,"date not in notebook, inferred from cellphone pictures"
CC,2019,493,,9,0,0.25,0.95,8/28/2019,H,H,1,1,NA,NA,5,"date not in notebook, inferred from cellphone pictures"
CC,2019,494,,9,0,0.05,0.1,8/28/2019,H,H,18,18,NA,NA,65,"date not in notebook, inferred from cellphone pictures"
CC,2019,495,,8,0,1,0.15,8/28/2019,H,H,16,16,NA,NA,66,"date not in notebook, inferred from cellphone pictures"
CC,2019,X28,,2,4,0.45,0.5,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X29,2011D,3,2,0.9,0.45,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X30,1980D,4,0,0.6,0.75,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X31,1995D,4,0,0.65,0.7,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X32,2013D,4,0,0.9,0.75,6/20/2019,X,,NA,NA,NA,NA,,"coin doesn't match, but likely just a misread of date"
CC,2019,X33,2011D,4,1,1,0.8,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X34,2013P,4,2,0.45,0.4,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X35,1964,4,2,0.9,0.1,6/20/2019,X,,NA,NA,NA,NA,,"status missing in data sheet, but everything indicates that it is dead"
CC,2019,X36,2013D,4,2,1,0.2,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X37,1988D,4,4,0.75,0.8,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X38,1994D,4,4,0.8,0.5,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X39,2005D,5,0,0.75,0.4,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X40,2006D,5,1,0.55,0.75,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X41,2011D,5,1,0.65,0.3,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X42,1994D,5,1,0.65,0.35,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X43,2014D,5,1,0.8,0.8,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X44,2015D,5,2,0.55,0.3,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X45,1995D,5,2,0.65,0.5,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X46,1990D,5,3,0.15,0.9,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X47,1989D,5,3,0.6,0.9,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X48,2006D,5,3,0.65,0.85,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X49,1998,5,3,0.75,0.25,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X50,2012D,5,13,0.5,0.8,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X51,1994D,8,10,0.9,0.45,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X52,1996D,8,11,0.25,0.2,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X53,1990D,8,14,0.2,0.15,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X54,1992P,8,14,0.6,0.1,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X55,2017D,8,15,0.45,0.1,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X56,1998,8,19,0.1,0.6,6/20/2019,X,,NA,NA,NA,NA,,
CC,2019,X57,2014D,9,0,0.25,0.1,6/20/2019,X,,NA,NA,NA,NA,,
CCDO,2019,81,,NA,NA,NA,NA,6/21/2019,D,D,26,12,14,NA,50,max height from 6/27
CCDO,2019,82,,NA,NA,NA,NA,6/21/2019,D,D,17,12,5,NA,57,max heights from 6/27
CCDO,2019,83,,NA,NA,NA,NA,6/21/2019,D,D,14,13,1,NA,38,max heights from 6/27
CCDO,2019,84,,NA,NA,NA,NA,6/21/2019,D,D,16,11,5,NA,33,max height from 6/27
CCDO,2019,208,,NA,NA,NA,NA,6/27/2019,D,D,21,7,14,NA,51,data sheet not scanned
CCDO,2019,210,,NA,NA,NA,NA,6/27/2019,D,D,19,9,10,NA,29,
CCDO,2019,211,,NA,NA,NA,NA,6/27/2019,D,D,13,9,4,NA,46,
CCDO,2019,212,,NA,NA,NA,NA,6/27/2019,D,D,20,11,9,NA,42,
CCDO,2019,213,,NA,NA,NA,NA,6/27/2019,D,D,45,44,1,NA,16,
CCDO,2019,214,,NA,NA,NA,NA,6/27/2019,D,D,7,3,4,NA,40,
CCDO,2019,216,,NA,NA,NA,NA,7/3/2019,D,D,19,9,10,NA,29,
CCDO,2019,217,,NA,NA,NA,NA,7/3/2019,D,D,11,2,9,NA,47,
CCDO,2019,279,,NA,NA,NA,NA,7/10/2019,D,D,6,3,3,NA,39,
CCDO,2019,280,,NA,NA,NA,NA,7/10/2019,D,D,25,NA,25,NA,63,
CCDO,2019,281,,NA,NA,NA,NA,7/10/2019,D,D,4,0,4,NA,49,
CCDO,2019,283,,NA,NA,NA,NA,7/10/2019,D,D,20,13,7,NA,74,1 foot down from 81
CCDO,2019,284,,NA,NA,NA,NA,7/10/2019,D,D,36,34,2,NA,45,
CCDO,2019,285,,NA,NA,NA,NA,7/10/2019,D,D,12,5,7,NA,48,
